,userId,itemId,rating
211,22,80,1
212,22,142,2
213,22,158,1
214,22,170,2
215,22,458,1
216,22,677,1
217,22,845,3
218,22,874,1
219,22,954,1
220,23,79,1
221,23,166,4
222,23,313,3
223,23,622,3
224,23,775,1
225,23,848,1
226,23,875,1
227,23,899,1
228,23,905,5
229,23,938,4
230,24,179,2
231,24,236,2
232,24,252,4
233,24,568,3
234,24,580,4
235,24,706,2
236,24,731,3
237,24,845,1
238,24,915,2
239,24,980,2
240,25,97,3
241,25,112,3
242,25,213,4
243,25,271,3
244,25,282,3
245,25,669,3
246,25,801,3
247,25,895,3
248,25,952,3
249,25,963,3
250,26,284,1
251,26,336,4
252,26,369,1
253,26,401,1
254,26,448,5
255,26,505,3
256,26,562,1
257,26,706,2
258,26,748,2
259,26,784,1
260,27,110,3
261,27,130,4
262,27,301,3
263,27,303,4
264,27,364,3
265,27,469,2
266,27,527,2
267,27,866,5
268,27,875,1
269,27,931,2
270,28,57,4
271,28,194,5
272,28,297,2
273,28,360,2
274,28,475,4
275,28,514,3
276,28,560,2
277,28,695,1
278,28,916,2
279,28,925,1
280,29,61,3
281,29,71,2
282,29,102,4
283,29,120,3
284,29,270,3
285,29,505,2
286,29,592,2
287,29,716,4
288,29,732,2
289,29,761,1
290,30,118,1
291,30,169,2
292,30,255,5
293,30,287,2
294,30,326,3
295,30,328,1
296,30,341,4
297,30,360,1
298,30,456,1
299,30,550,1
300,31,301,1
301,31,460,2
302,31,501,1
303,31,607,1
304,31,660,1
305,31,713,4
306,31,752,1
307,31,794,1
308,31,940,1
309,31,993,1
310,32,52,1
311,32,73,1
312,32,101,1
313,32,561,1
314,32,619,1
315,32,698,1
316,32,784,2
317,32,908,1
318,32,946,3
319,32,979,1
320,33,45,2
321,33,238,3
322,33,260,3
323,33,407,2
324,33,552,3
325,33,607,1
326,33,726,1
327,33,755,2
328,33,904,4
329,33,980,3
330,34,64,3
331,34,116,3
332,34,309,3
333,34,347,2
334,34,397,2
335,34,534,3
336,34,570,2
337,34,810,2
338,34,824,3
339,34,941,2
340,35,38,2
341,35,86,3
342,35,124,3
343,35,216,1
344,35,246,3
345,35,481,1
346,35,516,3
347,35,555,3
348,35,643,2
349,35,657,2
350,36,9,2
351,36,93,4
352,36,115,2
353,36,255,1
354,36,416,1
355,36,508,4
356,36,560,2
357,36,580,1
358,36,620,1
359,36,900,1
360,37,129,1
361,37,226,2
362,37,436,1
363,37,655,1
364,37,722,1
365,37,770,1
366,37,839,1
367,37,915,1
368,37,928,1
369,37,949,2
370,38,12,4
371,38,78,5
372,38,134,3
373,38,197,1
374,38,221,1
375,38,353,2
376,38,375,1
377,38,546,1
378,38,781,3
379,38,946,4
380,39,133,3
381,39,179,1
382,39,363,1
383,39,434,1
384,39,570,3
385,39,614,2
386,39,703,2
387,39,873,2
388,39,941,1
389,39,947,1
390,40,23,1
391,40,99,2
392,40,244,2
393,40,258,1
394,40,520,3
395,40,578,1
396,40,669,1
397,40,732,1
398,40,801,1
399,40,918,2
400,41,42,2
401,41,105,1
402,41,129,1
403,41,167,1
404,41,216,2
405,41,256,1
406,41,321,1
407,41,409,2
408,41,911,1
409,41,1000,1
410,42,87,1
411,42,109,1
412,42,169,1
413,42,177,1
414,42,185,1
415,42,295,1
416,42,496,1
417,42,744,1
418,42,882,2
419,42,954,1
420,43,48,1
421,43,121,2
422,43,125,3
423,43,469,4
424,43,506,1
425,43,702,1
426,43,820,2
427,43,841,1
428,43,872,1
429,43,902,1
430,44,53,1
431,44,179,1
432,44,259,1
433,44,283,5
434,44,568,2
435,44,656,3
436,44,781,5
437,44,839,1
438,44,921,2
439,44,951,2
440,45,31,1
441,45,108,1
442,45,415,1
443,45,464,1
444,45,553,1
445,45,617,1
446,45,667,1
447,45,710,2
448,45,789,2
449,45,814,1
450,46,96,1
451,46,266,1
452,46,343,5
453,46,346,2
454,46,569,2
455,46,644,1
456,46,723,4
457,46,741,5
458,46,764,4
459,46,844,3
460,47,162,1
461,47,229,1
462,47,419,2
463,47,432,1
464,47,497,1
465,47,759,3
466,47,794,1
467,47,801,2
468,47,970,1
469,47,998,1
470,48,3,2
471,48,36,1
472,48,240,2
473,48,279,2
474,48,346,2
475,48,460,2
476,48,529,2
477,48,752,2
478,48,843,2
479,48,862,2
480,49,27,1
481,49,43,1
482,49,103,1
483,49,163,1
484,49,241,1
485,49,392,1
486,49,561,2
487,49,594,3
488,49,901,1
489,49,909,3
490,50,18,3
491,50,152,1
492,50,273,1
493,50,308,1
494,50,329,1
495,50,360,1
496,50,741,2
497,50,936,3
498,50,951,2
499,50,978,1
500,51,54,3
501,51,244,2
502,51,322,1
503,51,355,1
504,51,535,1
505,51,560,1
506,51,620,1
507,51,826,1
508,51,906,3
509,51,973,1
510,52,43,1
511,52,66,1
512,52,228,1
513,52,291,1
514,52,333,1
515,52,522,1
516,52,648,2
517,52,700,1
518,52,912,4
519,52,931,1
520,53,5,2
521,53,57,2
522,53,164,1
523,53,181,1
524,53,447,1
525,53,511,1
526,53,580,1
527,53,619,3
528,53,698,1
529,53,840,2
530,54,31,2
531,54,156,3
532,54,404,2
533,54,517,2
534,54,531,2
535,54,540,3
536,54,548,2
537,54,613,1
538,54,712,2
539,54,1000,2
540,55,99,1
541,55,195,1
542,55,251,1
543,55,292,5
544,55,623,1
545,55,630,1
546,55,689,3
547,55,773,4
548,55,838,3
549,55,911,3
550,56,91,1
551,56,219,1
552,56,222,1
553,56,322,1
554,56,481,1
555,56,528,1
556,56,534,2
557,56,754,1
558,56,863,1
559,56,904,1
560,57,60,1
561,57,331,3
562,57,465,1
563,57,570,1
564,57,650,3
565,57,709,3
566,57,718,1
567,57,735,1
568,57,752,3
569,57,923,3
570,58,19,2
571,58,76,2
572,58,159,2
573,58,393,2
574,58,546,2
575,58,606,2
576,58,692,2
577,58,799,2
578,58,844,2
579,58,974,2
580,59,101,1
581,59,405,1
582,59,439,3
583,59,462,1
584,59,476,1
585,59,741,1
586,59,772,1
587,59,792,1
588,59,823,1
589,59,941,1
590,60,43,1
591,60,209,1
592,60,329,1
593,60,468,1
594,60,568,1
595,60,595,1
596,60,644,1
597,60,745,1
598,60,810,1
599,60,951,1
600,61,14,4
601,61,119,3
602,61,194,3
603,61,206,3
604,61,463,5
605,61,806,2
606,61,809,3
607,61,821,2
608,61,882,1
609,61,979,2
610,62,22,2
611,62,44,2
612,62,98,3
613,62,192,3
614,62,226,2
615,62,237,2
616,62,536,2
617,62,799,2
618,62,804,2
619,62,882,1
620,63,95,1
621,63,159,1
622,63,196,2
623,63,206,2
624,63,341,3
625,63,474,2
626,63,561,1
627,63,665,3
628,63,785,2
629,63,849,3
630,64,67,2
631,64,292,2
632,64,460,2
633,64,572,2
634,64,576,3
635,64,626,2
636,64,716,2
637,64,913,2
638,64,939,1
639,64,948,2
640,65,64,1
641,65,147,1
642,65,276,1
643,65,331,1
644,65,525,1
645,65,587,1
646,65,656,1
647,65,710,1
648,65,951,1
649,65,959,1
650,66,139,2
651,66,262,3
652,66,269,4
653,66,421,3
654,66,461,4
655,66,620,2
656,66,775,2
657,66,809,1
658,66,831,3
659,66,846,3
660,67,186,1
661,67,244,1
662,67,435,1
663,67,537,1
664,67,627,1
665,67,839,3
666,67,862,1
667,67,867,3
668,67,904,1
669,67,910,3
670,68,132,2
671,68,153,2
672,68,222,2
673,68,303,2
674,68,318,3
675,68,451,1
676,68,499,1
677,68,538,2
678,68,642,3
679,68,887,1
680,69,210,5
681,69,256,5
682,69,320,4
683,69,324,4
684,69,534,5
685,69,547,4
686,69,621,4
687,69,829,4
688,69,925,3
689,69,952,5
690,70,44,1
691,70,433,1
692,70,529,1
693,70,594,1
694,70,764,1
695,70,789,1
696,70,929,1
697,70,933,1
698,70,960,1
699,70,967,1
700,71,248,1
701,71,258,1
702,71,316,2
703,71,529,1
704,71,580,1
705,71,717,1
706,71,780,1
707,71,886,2
708,71,961,1
709,71,985,1
710,72,63,2
711,72,68,2
712,72,92,2
713,72,116,2
714,72,166,3
715,72,311,3
716,72,455,4
717,72,668,3
718,72,701,2
719,72,844,4
720,73,72,2
721,73,203,1
722,73,304,5
723,73,505,3
724,73,602,4
725,73,606,2
726,73,828,2
727,73,835,3
728,73,860,2
729,73,891,3
730,74,15,1
731,74,48,1
732,74,98,1
733,74,168,1
734,74,232,1
735,74,246,1
736,74,400,1
737,74,533,3
738,74,835,1
739,74,891,1
740,75,98,2
741,75,201,3
742,75,269,4
743,75,296,2
744,75,337,3
745,75,378,3
746,75,410,3
747,75,511,2
748,75,862,2
749,75,863,2
750,76,18,1
751,76,194,2
752,76,211,1
753,76,239,1
754,76,323,1
755,76,473,1
756,76,495,1
757,76,598,1
758,76,614,1
759,76,915,1
760,77,59,1
761,77,153,4
762,77,233,2
763,77,430,1
764,77,457,4
765,77,465,3
766,77,774,4
767,77,819,2
768,77,926,1
769,77,927,3
770,78,22,1
771,78,137,1
772,78,170,1
773,78,257,1
774,78,265,1
775,78,267,3
776,78,396,4
777,78,623,2
778,78,717,3
779,78,834,1
780,79,381,1
781,79,436,1
782,79,516,1
783,79,532,1
784,79,591,1
785,79,613,1
786,79,731,1
787,79,807,3
788,79,881,1
789,79,935,1
790,80,235,3
791,80,279,1
792,80,291,1
793,80,419,2
794,80,441,2
795,80,485,1
796,80,503,1
797,80,524,2
798,80,809,1
799,80,945,1
800,81,166,1
801,81,303,1
802,81,341,3
803,81,348,1
804,81,490,1
805,81,542,2
806,81,683,1
807,81,829,2
808,81,910,1
809,81,985,1
810,82,83,1
811,82,94,4
812,82,216,1
813,82,266,1
814,82,273,1
815,82,448,1
816,82,638,1
817,82,662,2
818,82,756,2
819,82,798,1
820,83,30,2
821,83,98,1
822,83,156,1
823,83,281,4
824,83,444,1
825,83,470,2
826,83,582,1
827,83,707,2
828,83,727,1
829,83,862,2
830,84,1,4
831,84,36,2
832,84,61,2
833,84,136,2
834,84,228,2
835,84,656,1
836,84,664,2
837,84,719,2
838,84,774,1
839,84,843,1
840,85,62,3
841,85,159,5
842,85,354,2
843,85,396,5
844,85,407,2
845,85,415,2
846,85,461,1
847,85,662,3
848,85,898,4
849,85,999,1
850,86,166,2
851,86,216,1
852,86,243,1
853,86,269,2
854,86,273,2
855,86,405,3
856,86,564,1
857,86,626,2
858,86,875,2
859,86,952,3
860,87,100,2
861,87,218,1
862,87,275,2
863,87,400,2
864,87,428,2
865,87,666,2
866,87,746,3
867,87,852,2
868,87,867,3
869,87,913,3
870,88,51,2
871,88,105,2
872,88,127,4
873,88,219,2
874,88,368,1
875,88,373,4
876,88,397,1
877,88,512,1
878,88,847,1
879,88,994,1
880,89,183,1
881,89,219,1
882,89,227,1
883,89,285,1
884,89,449,1
885,89,588,1
886,89,686,2
887,89,700,1
888,89,766,1
889,89,841,1
890,90,124,1
891,90,181,5
892,90,223,3
893,90,559,3
894,90,608,2
895,90,631,4
896,90,645,4
897,90,688,4
898,90,689,1
899,90,913,2
900,91,82,1
901,91,137,1
902,91,406,1
903,91,415,1
904,91,434,1
905,91,479,1
906,91,575,2
907,91,595,1
908,91,737,1
909,91,766,1
910,92,50,3
911,92,301,1
912,92,312,2
913,92,472,4
914,92,552,3
915,92,558,1
916,92,590,2
917,92,603,2
918,92,814,2
919,92,841,1
920,93,97,1
921,93,151,2
922,93,153,4
923,93,349,4
924,93,386,3
925,93,486,4
926,93,585,3
927,93,657,1
928,93,735,1
929,93,993,1
930,94,1,1
931,94,48,1
932,94,92,1
933,94,110,1
934,94,174,1
935,94,253,1
936,94,320,1
937,94,354,1
938,94,594,2
939,94,733,1
940,95,97,1
941,95,107,1
942,95,153,2
943,95,178,1
944,95,273,1
945,95,319,3
946,95,460,1
947,95,586,1
948,95,655,1
949,95,967,2
950,96,21,1
951,96,74,1
952,96,203,1
953,96,430,1
954,96,503,3
955,96,516,1
956,96,703,1
957,96,764,1
958,96,971,1
959,96,986,1
960,97,34,1
961,97,71,1
962,97,144,1
963,97,391,1
964,97,431,1
965,97,515,1
966,97,527,1
967,97,563,1
968,97,763,1
969,97,825,1
970,98,92,2
971,98,96,1
972,98,207,1
973,98,422,1
974,98,441,3
975,98,521,1
976,98,582,2
977,98,752,1
978,98,788,1
979,98,805,2
980,99,202,1
981,99,325,1
982,99,475,2
983,99,597,2
984,99,600,1
985,99,610,1
986,99,693,1
987,99,709,1
988,99,818,2
989,99,873,1
990,100,34,4
991,100,260,3
992,100,271,2
993,100,304,3
994,100,377,2
995,100,530,3
996,100,612,3
997,100,761,1
998,100,795,4
999,100,874,3
1000,101,42,3
1001,101,340,1
1002,101,354,1
1003,101,387,1
1004,101,489,3
1005,101,637,1
1006,101,699,2
1007,101,759,4
1008,101,775,4
1009,101,846,1
1010,102,128,1
1011,102,314,3
1012,102,466,3
1013,102,525,1
1014,102,604,1
1015,102,637,1
1016,102,651,1
1017,102,669,1
1018,102,676,1
1019,102,894,1
1020,103,42,2
1021,103,120,2
1022,103,274,2
1023,103,276,2
1024,103,376,2
1025,103,394,2
1026,103,433,2
1027,103,473,2
1028,103,800,2
1029,103,934,2
1030,104,18,1
1031,104,28,1
1032,104,44,1
1033,104,469,1
1034,104,509,1
1035,104,573,1
1036,104,574,1
1037,104,661,1
1038,104,662,1
1039,104,989,1
1040,105,27,1
1041,105,346,1
1042,105,391,1
1043,105,471,1
1044,105,701,1
1045,105,769,1
1046,105,797,2
1047,105,886,3
1048,105,896,1
1049,105,999,1
1050,106,110,3
1051,106,232,2
1052,106,398,4
1053,106,482,4
1054,106,550,1
1055,106,758,1
1056,106,790,1
1057,106,793,3
1058,106,815,2
1059,106,969,3
1060,107,55,1
1061,107,59,1
1062,107,166,1
1063,107,170,3
1064,107,208,5
1065,107,297,1
1066,107,485,5
1067,107,793,4
1068,107,889,5
1069,107,906,5
1070,108,142,4
1071,108,181,1
1072,108,222,1
1073,108,226,3
1074,108,233,1
1075,108,346,2
1076,108,491,1
1077,108,521,2
1078,108,808,3
1079,108,867,1
1080,109,71,1
1081,109,154,2
1082,109,172,2
1083,109,193,3
1084,109,645,1
1085,109,646,2
1086,109,695,1
1087,109,780,1
1088,109,908,1
1089,109,946,3
1090,110,183,1
1091,110,243,3
1092,110,549,2
1093,110,599,2
1094,110,644,1
1095,110,669,2
1096,110,712,2
1097,110,900,1
1098,110,952,1
1099,110,994,2
1100,111,214,2
1101,111,436,2
1102,111,469,2
1103,111,489,2
1104,111,524,2
1105,111,566,2
1106,111,613,2
1107,111,721,2
1108,111,844,2
1109,111,867,2
1110,112,306,3
1111,112,366,2
1112,112,371,1
1113,112,379,2
1114,112,385,2
1115,112,635,3
1116,112,877,3
1117,112,911,3
1118,112,939,2
1119,112,962,2
1120,113,19,3
1121,113,87,1
1122,113,181,1
1123,113,209,2
1124,113,256,1
1125,113,372,1
1126,113,383,1
1127,113,637,1
1128,113,727,3
1129,113,806,1
1130,114,118,4
1131,114,161,2
1132,114,318,2
1133,114,352,2
1134,114,457,2
1135,114,483,4
1136,114,817,1
1137,114,888,2
1138,114,921,3
1139,114,954,3
1140,115,25,3
1141,115,26,1
1142,115,95,1
1143,115,149,2
1144,115,217,1
1145,115,305,2
1146,115,465,1
1147,115,491,1
1148,115,539,1
1149,115,847,1
1150,116,17,4
1151,116,54,2
1152,116,204,4
1153,116,312,4
1154,116,531,2
1155,116,618,2
1156,116,714,3
1157,116,844,3
1158,116,915,2
1159,116,945,3
1160,117,8,3
1161,117,154,2
1162,117,239,3
1163,117,262,2
1164,117,340,2
1165,117,367,1
1166,117,537,1
1167,117,693,2
1168,117,728,1
1169,117,775,2
1170,118,173,1
1171,118,203,1
1172,118,249,1
1173,118,333,1
1174,118,445,1
1175,118,695,1
1176,118,718,2
1177,118,767,3
1178,118,963,1
1179,118,979,1
1180,119,97,1
1181,119,213,3
1182,119,298,1
1183,119,376,1
1184,119,449,1
1185,119,619,1
1186,119,633,1
1187,119,773,1
1188,119,781,1
1189,119,961,1
1190,120,13,1
1191,120,207,1
1192,120,231,1
1193,120,276,1
1194,120,310,1
1195,120,351,1
1196,120,773,1
1197,120,899,2
1198,120,981,1
1199,120,999,1
1200,121,33,1
1201,121,97,1
1202,121,176,1
1203,121,327,3
1204,121,362,1
1205,121,379,1
1206,121,471,1
1207,121,495,3
1208,121,872,1
1209,121,881,1
1210,122,16,1
1211,122,136,1
1212,122,255,1
1213,122,370,1
1214,122,386,1
1215,122,464,1
1216,122,740,1
1217,122,780,1
1218,122,893,1
1219,122,959,1
1220,123,133,3
1221,123,142,5
1222,123,312,1
1223,123,314,4
1224,123,431,2
1225,123,452,1
1226,123,505,2
1227,123,766,3
1228,123,781,4
1229,123,802,4
1230,124,21,2
1231,124,88,1
1232,124,211,2
1233,124,662,3
1234,124,689,1
1235,124,741,1
1236,124,840,2
1237,124,912,3
1238,124,921,4
1239,124,977,1
1240,125,73,1
1241,125,295,3
1242,125,367,2
1243,125,422,2
1244,125,431,4
1245,125,581,1
1246,125,630,1
1247,125,822,2
1248,125,926,1
1249,125,999,1
1250,126,116,1
1251,126,182,1
1252,126,184,3
1253,126,349,2
1254,126,354,1
1255,126,478,1
1256,126,743,1
1257,126,779,1
1258,126,834,1
1259,126,914,1
1260,127,260,1
1261,127,410,4
1262,127,479,1
1263,127,744,4
1264,127,765,2
1265,127,789,2
1266,127,866,1
1267,127,903,1
1268,127,904,1
1269,127,942,3
1270,128,57,1
1271,128,74,1
1272,128,109,1
1273,128,139,1
1274,128,343,1
1275,128,468,4
1276,128,836,1
1277,128,844,1
1278,128,923,3
1279,128,979,3
1280,129,56,2
1281,129,253,4
1282,129,307,5
1283,129,381,2
1284,129,471,4
1285,129,594,1
1286,129,756,5
1287,129,837,5
1288,129,919,2
1289,129,977,1
1290,130,305,2
1291,130,322,1
1292,130,338,4
1293,130,479,1
1294,130,522,3
1295,130,631,2
1296,130,781,4
1297,130,793,4
1298,130,824,1
1299,130,917,4
1300,131,29,3
1301,131,382,3
1302,131,395,3
1303,131,439,2
1304,131,440,2
1305,131,594,3
1306,131,680,2
1307,131,767,3
1308,131,788,2
1309,131,912,3
1310,132,13,1
1311,132,20,1
1312,132,48,1
1313,132,230,1
1314,132,425,1
1315,132,607,5
1316,132,676,1
1317,132,808,1
1318,132,980,1
1319,132,985,1
1320,133,84,1
1321,133,149,4
1322,133,184,3
1323,133,202,2
1324,133,420,1
1325,133,437,1
1326,133,578,3
1327,133,711,3
1328,133,980,1
1329,133,991,1
1330,134,41,3
1331,134,66,5
1332,134,124,3
1333,134,585,2
1334,134,687,3
1335,134,710,4
1336,134,773,5
1337,134,869,3
1338,134,897,2
1339,134,902,3
1340,135,22,1
1341,135,132,1
1342,135,191,1
1343,135,235,1
1344,135,241,1
1345,135,358,2
1346,135,379,1
1347,135,656,2
1348,135,809,1
1349,135,856,1
1350,136,104,1
1351,136,160,1
1352,136,467,1
1353,136,485,1
1354,136,670,1
1355,136,722,1
1356,136,724,1
1357,136,754,1
1358,136,952,1
1359,136,994,1
1360,137,14,2
1361,137,76,1
1362,137,123,2
1363,137,347,3
1364,137,543,1
1365,137,589,1
1366,137,607,1
1367,137,656,1
1368,137,729,1
1369,137,754,2
1370,138,106,3
1371,138,114,3
1372,138,342,1
1373,138,439,1
1374,138,447,1
1375,138,484,4
1376,138,639,4
1377,138,795,3
1378,138,954,1
1379,138,977,3
1380,139,116,3
1381,139,178,3
1382,139,231,2
1383,139,270,3
1384,139,420,2
1385,139,474,3
1386,139,510,3
1387,139,639,3
1388,139,883,3
1389,139,935,3
1390,140,99,1
1391,140,101,1
1392,140,135,1
1393,140,161,1
1394,140,170,1
1395,140,176,1
1396,140,333,1
1397,140,596,1
1398,140,610,1
1399,140,769,1
1400,141,3,3
1401,141,66,4
1402,141,164,5
1403,141,334,4
1404,141,501,4
1405,141,589,5
1406,141,618,4
1407,141,621,2
1408,141,762,4
1409,141,990,4
1410,142,85,3
1411,142,105,2
1412,142,117,2
1413,142,271,2
1414,142,343,2
1415,142,347,3
1416,142,424,2
1417,142,457,2
1418,142,690,2
1419,142,810,4
1420,143,3,2
1421,143,120,1
1422,143,156,1
1423,143,206,1
1424,143,257,1
1425,143,290,1
1426,143,537,1
1427,143,580,1
1428,143,747,1
1429,143,899,2
1430,144,101,1
1431,144,120,3
1432,144,185,3
1433,144,274,2
1434,144,310,3
1435,144,398,1
1436,144,590,1
1437,144,645,3
1438,144,656,3
1439,144,873,2
1440,145,108,4
1441,145,331,4
1442,145,355,3
1443,145,489,2
1444,145,521,2
1445,145,535,3
1446,145,883,5
1447,145,885,5
1448,145,928,4
1449,145,985,3
1450,146,117,3
1451,146,207,3
1452,146,227,2
1453,146,308,1
1454,146,367,3
1455,146,524,3
1456,146,756,2
1457,146,795,4
1458,146,833,3
1459,146,973,2
1460,147,37,1
1461,147,59,1
1462,147,157,1
1463,147,171,1
1464,147,198,1
1465,147,215,1
1466,147,410,1
1467,147,649,1
1468,147,764,1
1469,147,792,1
1470,148,49,1
1471,148,62,1
1472,148,93,3
1473,148,103,1
1474,148,233,3
1475,148,266,1
1476,148,441,4
1477,148,804,3
1478,148,825,1
1479,148,989,3
1480,149,61,3
1481,149,206,3
1482,149,259,1
1483,149,282,3
1484,149,407,3
1485,149,517,3
1486,149,617,3
1487,149,819,3
1488,149,897,3
1489,149,994,3
1490,150,504,3
1491,150,517,3
1492,150,553,2
1493,150,565,3
1494,150,575,3
1495,150,654,2
1496,150,734,2
1497,150,751,3
1498,150,755,2
1499,150,955,2
1500,151,268,2
1501,151,438,1
1502,151,670,1
1503,151,752,4
1504,151,772,1
1505,151,817,1
1506,151,825,1
1507,151,904,3
1508,151,917,2
1509,151,984,1
1510,152,75,1
1511,152,89,1
1512,152,118,3
1513,152,155,2
1514,152,259,1
1515,152,408,2
1516,152,732,1
1517,152,901,1
1518,152,952,2
1519,152,979,1
1520,153,71,1
1521,153,168,1
1522,153,169,1
1523,153,170,1
1524,153,238,1
1525,153,502,1
1526,153,583,1
1527,153,628,1
1528,153,723,1
1529,153,759,1
1530,154,83,1
1531,154,236,1
1532,154,296,1
1533,154,306,1
1534,154,373,2
1535,154,525,1
1536,154,570,1
1537,154,709,1
1538,154,889,2
1539,154,892,1
1540,155,40,1
1541,155,69,1
1542,155,495,1
1543,155,545,1
1544,155,605,1
1545,155,646,1
1546,155,694,2
1547,155,728,1
1548,155,733,2
1549,155,750,1
1550,156,210,2
1551,156,219,3
1552,156,314,1
1553,156,544,2
1554,156,688,3
1555,156,707,1
1556,156,727,1
1557,156,891,1
1558,156,952,2
1559,156,983,1
1560,157,179,3
1561,157,204,1
1562,157,307,1
1563,157,506,1
1564,157,521,1
1565,157,587,1
1566,157,727,1
1567,157,763,1
1568,157,793,2
1569,157,816,1
1570,158,75,1
1571,158,223,1
1572,158,263,1
1573,158,293,1
1574,158,317,1
1575,158,417,1
1576,158,450,1
1577,158,459,1
1578,158,493,1
1579,158,602,1
1580,159,1,3
1581,159,53,4
1582,159,255,4
1583,159,366,2
1584,159,372,2
1585,159,441,2
1586,159,687,2
1587,159,774,4
1588,159,965,3
1589,159,973,2
1590,160,58,1
1591,160,63,1
1592,160,176,1
1593,160,349,1
1594,160,490,1
1595,160,557,1
1596,160,609,1
1597,160,702,1
1598,160,899,4
1599,160,934,1
1600,161,101,1
1601,161,140,1
1602,161,179,1
1603,161,194,1
1604,161,217,1
1605,161,220,1
1606,161,294,1
1607,161,583,1
1608,161,621,1
1609,161,811,1
1610,162,113,2
1611,162,176,1
1612,162,232,2
1613,162,237,1
1614,162,443,2
1615,162,720,2
1616,162,775,1
1617,162,807,1
1618,162,840,1
1619,162,906,1
1620,163,303,1
1621,163,455,1
1622,163,543,1
1623,163,663,2
1624,163,702,1
1625,163,783,1
1626,163,799,1
1627,163,824,1
1628,163,844,1
1629,163,912,3
1630,164,80,1
1631,164,98,1
1632,164,377,1
1633,164,569,1
1634,164,617,1
1635,164,658,1
1636,164,674,1
1637,164,693,1
1638,164,828,1
1639,164,840,1
1640,165,140,3
1641,165,388,4
1642,165,424,2
1643,165,534,3
1644,165,597,3
1645,165,733,2
1646,165,746,1
1647,165,791,2
1648,165,879,1
1649,165,963,1
1650,166,82,3
1651,166,207,1
1652,166,252,1
1653,166,330,1
1654,166,397,1
1655,166,424,1
1656,166,448,1
1657,166,591,1
1658,166,728,1
1659,166,805,1
1660,167,27,1
1661,167,103,2
1662,167,190,2
1663,167,376,1
